"SDG","SDG target","SDG indicator","Indicator Code","Indicator name","Geographical area code","Geographical area name","Year","Value","Time detail","Source","Footnote","Type of data","Units","Age group","Bounds","Frequency","Level/Status","Location","Type of reporting","Sex","SDG 6 Data portal level"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Anguilla","2017",88.373985910634,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Sint Maarten (Dutch part)","2017",93.030436870166,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Curaçao","2017",0.62962882749728,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Grenada","2017",4.4637859037699,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Dominica","2017",1.1933465497855,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Antigua and Barbuda","2017",2.4203161487335,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Sint Maarten (Dutch part)","2017",4.5658804468321,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Antigua and Barbuda","2017",94.318870127537,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Sint Maarten (Dutch part)","2017",90.74529888292,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Curaçao","2017",98.86812302002,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Grenada","2017",92.326346124119,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Dominica","2017",94.22730951338,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Curaçao","2017",99.497751847518,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Anguilla","2017",97.482274247492,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Grenada","2017",96.790132027889,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Dominica","2017",95.420656063166,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Antigua and Barbuda","2017",96.739186276271,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Sint Maarten (Dutch part)","2017",95.311179329752,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Surface water",NA,"Curaçao","2017",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Surface water"
NA,NA,"6.1.1",NA,"Drinking water, Surface water",NA,"Anguilla","2017",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Surface water"
NA,NA,"6.1.1",NA,"Drinking water, Surface water",NA,"Grenada","2017",3.2098679721106,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Surface water"
NA,NA,"6.1.1",NA,"Drinking water, Surface water",NA,"Dominica","2017",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Surface water"
NA,NA,"6.1.1",NA,"Drinking water, Surface water",NA,"Antigua and Barbuda","2017",0.094466114090688,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Surface water"
NA,NA,"6.1.1",NA,"Drinking water, Surface water",NA,"Sint Maarten (Dutch part)","2017",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Surface water"
NA,NA,"6.1.1",NA,"Drinking water, Unimproved",NA,"Antigua and Barbuda","2017",3.1663476096384,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Unimproved"
NA,NA,"6.1.1",NA,"Drinking water, Unimproved",NA,"Sint Maarten (Dutch part)","2017",4.6888206702481,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Unimproved"
NA,NA,"6.1.1",NA,"Drinking water, Unimproved",NA,"Curaçao","2017",0.50224815248224,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Unimproved"
NA,NA,"6.1.1",NA,"Drinking water, Unimproved",NA,"Anguilla","2017",2.5177257525084,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Unimproved"
NA,NA,"6.1.1",NA,"Drinking water, Unimproved",NA,"Grenada","2017",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Unimproved"
NA,NA,"6.1.1",NA,"Drinking water, Unimproved",NA,"Dominica","2017",4.5793439368341,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Unimproved"
NA,NA,"6.1.1",NA,"Drinking water, Limited",NA,"Antigua and Barbuda","2017",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Limited service"
NA,NA,"6.1.1",NA,"Drinking water, Limited",NA,"Grenada","2017",1.1614815843347,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Limited service"
NA,NA,"6.1.1",NA,"Drinking water, Limited",NA,"Sint Maarten (Dutch part)","2017",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Limited service"
NA,NA,"6.1.1",NA,"Drinking water, Limited",NA,"Anguilla","2017",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Limited service"
NA,NA,"6.1.1",NA,"Drinking water, Limited",NA,"Dominica","2017",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Limited service"
NA,NA,"6.1.1",NA,"Drinking water, Limited",NA,"Curaçao","2017",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Limited service"
NA,NA,"6.1.1",NA,"Drinking water, Basic service",NA,"Grenada","2017",8.5133820918956,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Basic service"
NA,NA,"6.1.1",NA,"Drinking water, At least basic service",NA,"Sint Maarten (Dutch part)","2017",95.311179329752,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > At least basic service"
NA,NA,"6.1.1",NA,"Drinking water, At least basic service",NA,"Anguilla","2017",97.482274247492,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > At least basic service"
NA,NA,"6.1.1",NA,"Drinking water, At least basic service",NA,"Dominica","2017",95.420656063166,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > At least basic service"
NA,NA,"6.1.1",NA,"Drinking water, At least basic service",NA,"Curaçao","2017",99.497751847518,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > At least basic service"
NA,NA,"6.1.1",NA,"Drinking water, At least basic service",NA,"Antigua and Barbuda","2017",96.739186276271,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > At least basic service"
NA,NA,"6.1.1",NA,"Drinking water, Free of contamination",NA,"Grenada","2017",87.115268351659,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Free of contamination"
NA,NA,"6.1.1",NA,"Drinking water, Available",NA,"Anguilla","2017",87.636564548495,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available"
NA,NA,"6.1.1",NA,"Drinking water, Available",NA,"Dominica","2017",52.195098866552,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available"
NA,NA,"6.1.1",NA,"Drinking water, Available",NA,"Antigua and Barbuda","2017",89.870704050656,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available"
NA,NA,"6.1.1",NA,"Drinking water, Available",NA,"Grenada","2017",92.251008594857,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Curaçao","2017",99.182597942394,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Anguilla","2017",88.373985910634,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Grenada","2017",89.917679999932,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Dominica","2017",80.768827036023,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Antigua and Barbuda","2017",74.761293880981,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Sint Maarten (Dutch part)","2017",93.030436870166,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, Safely managed service",NA,"Grenada","2017",87.115268351659,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Turks and Caicos Islands","2018",26.363636363636,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Turks and Caicos Islands","2018",67.954545454545,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Turks and Caicos Islands","2018",94.318181818182,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Surface water",NA,"Turks and Caicos Islands","2018",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Surface water"
NA,NA,"6.1.1",NA,"Drinking water, Unimproved",NA,"Turks and Caicos Islands","2018",5.6818181818182,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Unimproved"
NA,NA,"6.1.1",NA,"Drinking water, Limited",NA,"Turks and Caicos Islands","2018",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Limited service"
NA,NA,"6.1.1",NA,"Drinking water, At least basic service",NA,"Turks and Caicos Islands","2018",94.318181818182,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > At least basic service"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Turks and Caicos Islands","2018",90.454483144204,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Bahamas","2019",1.5997751408997,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Bahamas","2019",97.287185356441,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Bahamas","2019",98.88696049734,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Surface water",NA,"Bahamas","2019",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Surface water"
NA,NA,"6.1.1",NA,"Drinking water, Unimproved",NA,"Bahamas","2019",1.1130395026595,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Unimproved"
NA,NA,"6.1.1",NA,"Drinking water, Limited",NA,"Bahamas","2019",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Limited service"
NA,NA,"6.1.1",NA,"Drinking water, At least basic service",NA,"Bahamas","2019",98.88696049734,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > At least basic service"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Bahamas","2019",97.930134442218,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Honduras","2020",3.3111936958211,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Falkland Islands (Malvinas)","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Dominican Republic","2020",14.223404615038,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Costa Rica","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Jamaica","2020",7.1969583207271,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
